n,r2,rmse,mae,spearman,experiment,model,outcome,feature_set,fold,n_train,n_test,z_dim,train_edges,test_edges,n_outputs,holdout_country
852,0.5847287484615542,0.5299777757820766,0.409125109270345,0.7661910285495213,spatial_cv,xgb,dhs_wealth,ae_only,0.0,3414,852,,,,,
836,0.5865071569169549,0.49342206749165296,0.37439364284186727,0.7497902892573652,spatial_cv,xgb,dhs_wealth,ae_only,1.0,3430,836,,,,,
861,0.6497698640574503,0.48664903803951004,0.3783624561046319,0.8054677493071499,spatial_cv,xgb,dhs_wealth,ae_only,2.0,3405,861,,,,,
863,0.6400713110411249,0.49824595001236077,0.3857663008030979,0.7984444607248766,spatial_cv,xgb,dhs_wealth,ae_only,3.0,3403,863,,,,,
854,0.6821907953002345,0.5239591864300687,0.40742973467434346,0.8176930420144494,spatial_cv,xgb,dhs_wealth,ae_only,4.0,3412,854,,,,,
852,0.7052299097358014,0.4465123053290151,0.33291338956003513,0.844064332267418,spatial_cv,xgb,dhs_wealth,tab_only,0.0,3414,852,,,,,
836,0.7035026691686681,0.417825521806712,0.31352232049334056,0.8446405640126857,spatial_cv,xgb,dhs_wealth,tab_only,1.0,3430,836,,,,,
861,0.7572209816767541,0.4051769103164658,0.302402029693935,0.8674442293443602,spatial_cv,xgb,dhs_wealth,tab_only,2.0,3405,861,,,,,
863,0.73991921388524,0.4235353650101951,0.3149448596084057,0.8672465935809691,spatial_cv,xgb,dhs_wealth,tab_only,3.0,3403,863,,,,,
854,0.7558730346908726,0.45922138031467263,0.3567964157961479,0.87507860227703,spatial_cv,xgb,dhs_wealth,tab_only,4.0,3412,854,,,,,
852,0.7148311454791894,0.4391802184204978,0.32670508472290133,0.8491913316397199,spatial_cv,xgb,dhs_wealth,full,0.0,3414,852,,,,,
836,0.7117381393474351,0.41198192542951695,0.30981487049425965,0.8438187883121445,spatial_cv,xgb,dhs_wealth,full,1.0,3430,836,,,,,
861,0.77157468201081,0.3930169056347458,0.2905731111431008,0.8746979631962648,spatial_cv,xgb,dhs_wealth,full,2.0,3405,861,,,,,
863,0.7472240546503393,0.41754512415618855,0.31282833230256524,0.8698857412391111,spatial_cv,xgb,dhs_wealth,full,3.0,3403,863,,,,,
854,0.7807967690682763,0.4351487085290953,0.33801265158477856,0.8863265249010328,spatial_cv,xgb,dhs_wealth,full,4.0,3412,854,,,,,
852,0.6677926866300308,0.4740196216332336,0.35274436394953235,0.8242224308361691,spatial_cv,xgb,dhs_wealth,ae_plus_orthogonal,0.0,3414,852,,,,,
836,0.6797273369574497,0.43425467808904816,0.3283695439575797,0.8258254494766191,spatial_cv,xgb,dhs_wealth,ae_plus_orthogonal,1.0,3430,836,,,,,
861,0.7288542842093302,0.42819391005027874,0.31935962868866435,0.8476557777810784,spatial_cv,xgb,dhs_wealth,ae_plus_orthogonal,2.0,3405,861,,,,,
863,0.7192466855738434,0.4400459122164007,0.33402006867285583,0.8515816253069011,spatial_cv,xgb,dhs_wealth,ae_plus_orthogonal,3.0,3403,863,,,,,
854,0.76411790677937,0.4514001612653367,0.3493430885795473,0.8727600428241822,spatial_cv,xgb,dhs_wealth,ae_plus_orthogonal,4.0,3412,854,,,,,
852,0.7109552107300492,0.44215475219049855,0.32734969338483355,0.8460798306715136,spatial_cv,xgb,dhs_wealth,ae_plus_amount,0.0,3414,852,,,,,
836,0.70568673718965,0.41628377755709517,0.3137679535360298,0.8392240574158573,spatial_cv,xgb,dhs_wealth,ae_plus_amount,1.0,3430,836,,,,,
861,0.7622700469424138,0.400941550191591,0.2958504877780425,0.8715318620838505,spatial_cv,xgb,dhs_wealth,ae_plus_amount,2.0,3405,861,,,,,
863,0.7368793196875731,0.4260033719237593,0.3208088086292618,0.8635497406034274,spatial_cv,xgb,dhs_wealth,ae_plus_amount,3.0,3403,863,,,,,
854,0.7739613900518725,0.44188121279557224,0.3452517682589935,0.8810978592870045,spatial_cv,xgb,dhs_wealth,ae_plus_amount,4.0,3412,854,,,,,
852,0.35082360540234625,0.2619888778618814,0.20967226189084595,0.5983053399590212,spatial_cv,xgb,dhs_sanitation,ae_only,0.0,3414,852,,,,,
836,0.3837721311839978,0.2628618418478429,0.20948590053931662,0.621702098624612,spatial_cv,xgb,dhs_sanitation,ae_only,1.0,3430,836,,,,,
861,0.4614149615520836,0.2483355865358916,0.19589457740092112,0.6937137867732557,spatial_cv,xgb,dhs_sanitation,ae_only,2.0,3405,861,,,,,
863,0.4117940279420579,0.2623295629493117,0.20885823813384682,0.6539010706408737,spatial_cv,xgb,dhs_sanitation,ae_only,3.0,3403,863,,,,,
854,0.4819670854810555,0.25745272259339447,0.19893284496225294,0.7069849269503145,spatial_cv,xgb,dhs_sanitation,ae_only,4.0,3412,854,,,,,
852,0.4262213689814809,0.24630525623507313,0.19500489391718812,0.6727914840767178,spatial_cv,xgb,dhs_sanitation,tab_only,0.0,3414,852,,,,,
836,0.5079324797180098,0.23489254251527014,0.188630911641928,0.71529428140083,spatial_cv,xgb,dhs_sanitation,tab_only,1.0,3430,836,,,,,
861,0.5623135170377661,0.22386870310411286,0.17377009214649494,0.7485918556568953,spatial_cv,xgb,dhs_sanitation,tab_only,2.0,3405,861,,,,,
863,0.4675135265911753,0.24959553436535684,0.1946991967255312,0.6927729188956931,spatial_cv,xgb,dhs_sanitation,tab_only,3.0,3403,863,,,,,
854,0.530999185264599,0.24496588687037787,0.19510714732442025,0.7421980911547722,spatial_cv,xgb,dhs_sanitation,tab_only,4.0,3412,854,,,,,
852,0.4550569069845173,0.24003638144369294,0.18904342102280386,0.6913828564895256,spatial_cv,xgb,dhs_sanitation,full,0.0,3414,852,,,,,
836,0.5022173314662037,0.23625269142046557,0.18727185646669145,0.7122031275588181,spatial_cv,xgb,dhs_sanitation,full,1.0,3430,836,,,,,
861,0.581115145316017,0.21900757941913052,0.16904552540937645,0.7618987197012416,spatial_cv,xgb,dhs_sanitation,full,2.0,3405,861,,,,,
863,0.5069186634333445,0.24018274455170613,0.18647927494324648,0.7200496424483434,spatial_cv,xgb,dhs_sanitation,full,3.0,3403,863,,,,,
854,0.5624809853827331,0.23660138237498363,0.18207580156502176,0.7499508127791313,spatial_cv,xgb,dhs_sanitation,full,4.0,3412,854,,,,,
852,0.42480341289864143,0.2466094105828927,0.19440010384582157,0.666399380379181,spatial_cv,xgb,dhs_sanitation,ae_plus_orthogonal,0.0,3414,852,,,,,
836,0.4876702714572244,0.23967992355263393,0.19252133535212307,0.7026721769138135,spatial_cv,xgb,dhs_sanitation,ae_plus_orthogonal,1.0,3430,836,,,,,
861,0.5409991306742306,0.2292548700421154,0.17632868882965266,0.7401077676973199,spatial_cv,xgb,dhs_sanitation,ae_plus_orthogonal,2.0,3405,861,,,,,
863,0.47221983763567144,0.24849007782949992,0.19586343063108477,0.6955262386798771,spatial_cv,xgb,dhs_sanitation,ae_plus_orthogonal,3.0,3403,863,,,,,
854,0.5317516027742265,0.24476930873996944,0.18889031869815162,0.7319020304148619,spatial_cv,xgb,dhs_sanitation,ae_plus_orthogonal,4.0,3412,854,,,,,
852,0.45269468305863025,0.2405560747276251,0.18989704117756073,0.6859708263526767,spatial_cv,xgb,dhs_sanitation,ae_plus_amount,0.0,3414,852,,,,,
836,0.4840905023952887,0.24051581612396078,0.19000453728309089,0.7009997358159705,spatial_cv,xgb,dhs_sanitation,ae_plus_amount,1.0,3430,836,,,,,
861,0.5712850552109602,0.22156243406332432,0.17137625192602476,0.7567531379779343,spatial_cv,xgb,dhs_sanitation,ae_plus_amount,2.0,3405,861,,,,,
863,0.49735589577013883,0.24250059991940173,0.18738735358846975,0.7150785123022487,spatial_cv,xgb,dhs_sanitation,ae_plus_amount,3.0,3403,863,,,,,
854,0.5422172186324741,0.24201848519335994,0.18387540007572822,0.7414123382844173,spatial_cv,xgb,dhs_sanitation,ae_plus_amount,4.0,3412,854,,,,,
852,0.6545566935052125,2.027604827762152,1.5350024828800992,0.7857799831117399,spatial_cv,xgb,dhs_women_edu,ae_only,0.0,3414,852,,,,,
836,0.6567714494470991,2.0576160607487455,1.5507625541672039,0.7909087482545306,spatial_cv,xgb,dhs_women_edu,ae_only,1.0,3430,836,,,,,
861,0.6287809071948893,2.1123009486209545,1.5853647740036423,0.8001234552777919,spatial_cv,xgb,dhs_women_edu,ae_only,2.0,3405,861,,,,,
863,0.6934509691252821,2.0659789243704005,1.5668592473118634,0.8171032735647328,spatial_cv,xgb,dhs_women_edu,ae_only,3.0,3403,863,,,,,
854,0.6612030079332938,2.1221251102199186,1.6224942817865267,0.8093756916371023,spatial_cv,xgb,dhs_women_edu,ae_only,4.0,3412,854,,,,,
852,0.6757047870378866,1.9645595358087302,1.4734201783777823,0.80613848046754,spatial_cv,xgb,dhs_women_edu,tab_only,0.0,3414,852,,,,,
836,0.7103891204350856,1.8900795111561917,1.4677129659409587,0.8302490010981092,spatial_cv,xgb,dhs_women_edu,tab_only,1.0,3430,836,,,,,
861,0.6364413904551728,2.090392595713453,1.5960814546616304,0.8007285204543202,spatial_cv,xgb,dhs_women_edu,tab_only,2.0,3405,861,,,,,
863,0.7052625147236181,2.025786161128837,1.5739054735555709,0.814527357210576,spatial_cv,xgb,dhs_women_edu,tab_only,3.0,3403,863,,,,,
854,0.7065204980938795,1.9751045884722196,1.569175991175186,0.8207656849298568,spatial_cv,xgb,dhs_women_edu,tab_only,4.0,3412,854,,,,,
852,0.6985122330568525,1.8942171884792371,1.3955815519717798,0.8174679409047019,spatial_cv,xgb,dhs_women_edu,full,0.0,3414,852,,,,,
836,0.7412683260123485,1.7864770326703376,1.3472844254510683,0.8497195925312555,spatial_cv,xgb,dhs_women_edu,full,1.0,3430,836,,,,,
861,0.6760356951396449,1.9732823082749555,1.4840687888692827,0.8253248438375596,spatial_cv,xgb,dhs_women_edu,full,2.0,3405,861,,,,,
863,0.7460021958870772,1.8805760207762634,1.4195724938880665,0.8432934508304046,spatial_cv,xgb,dhs_women_edu,full,3.0,3403,863,,,,,
854,0.7369813491967799,1.8697971096167978,1.4644279886010938,0.8437759483211599,spatial_cv,xgb,dhs_women_edu,full,4.0,3412,854,,,,,
852,0.6689354326330983,1.9849577937566136,1.491186665108716,0.7982413146691576,spatial_cv,xgb,dhs_women_edu,ae_plus_orthogonal,0.0,3414,852,,,,,
836,0.7161308911716067,1.871249533880562,1.414782644307428,0.838151790194376,spatial_cv,xgb,dhs_women_edu,ae_plus_orthogonal,1.0,3430,836,,,,,
861,0.6573410635083572,2.029418770161709,1.5346272438029034,0.8147239733475163,spatial_cv,xgb,dhs_women_edu,ae_plus_orthogonal,2.0,3405,861,,,,,
863,0.735008355322809,1.92084359328914,1.4528527084828666,0.8365617167837047,spatial_cv,xgb,dhs_women_edu,ae_plus_orthogonal,3.0,3403,863,,,,,
854,0.7195170076368116,1.9308764127897153,1.493645310070392,0.830802252884741,spatial_cv,xgb,dhs_women_edu,ae_plus_orthogonal,4.0,3412,854,,,,,
852,0.6970934801991787,1.898668897822572,1.4047335363802076,0.8207771238222502,spatial_cv,xgb,dhs_women_edu,ae_plus_amount,0.0,3414,852,,,,,
836,0.7267969833723242,1.83575780430761,1.3749466730843178,0.8388085443007383,spatial_cv,xgb,dhs_women_edu,ae_plus_amount,1.0,3430,836,,,,,
861,0.653646812945555,2.0403291562837382,1.5137746719109126,0.8124881951956918,spatial_cv,xgb,dhs_women_edu,ae_plus_amount,2.0,3405,861,,,,,
863,0.7282644865500592,1.9451321557608046,1.4571360635332686,0.8340289288739254,spatial_cv,xgb,dhs_women_edu,ae_plus_amount,3.0,3403,863,,,,,
854,0.7129319549541568,1.9534110367224697,1.5255814091906614,0.8381339931779915,spatial_cv,xgb,dhs_women_edu,ae_plus_amount,4.0,3412,854,,,,,
845,0.16938896842889228,0.20410548271787615,0.160437024349468,0.3823505037261846,spatial_cv,xgb,dhs_stunting,ae_only,0.0,3374,845,,,,,
829,0.18041690634757246,0.1958594004000186,0.15422020176710927,0.34349539097438975,spatial_cv,xgb,dhs_stunting,ae_only,1.0,3390,829,,,,,
850,0.23383064877991677,0.19239444424856295,0.15255980176084183,0.4778962241081567,spatial_cv,xgb,dhs_stunting,ae_only,2.0,3369,850,,,,,
857,0.19945109531248084,0.18698989450430029,0.14368303972127974,0.4115167959870532,spatial_cv,xgb,dhs_stunting,ae_only,3.0,3362,857,,,,,
838,0.22050652801677206,0.20219480075225701,0.1587178861513414,0.421257641250001,spatial_cv,xgb,dhs_stunting,ae_only,4.0,3381,838,,,,,
845,0.16393646626406477,0.20477430671886884,0.16384815500068242,0.3976166523774538,spatial_cv,xgb,dhs_stunting,tab_only,0.0,3374,845,,,,,
829,0.15860403441194137,0.1984486448937168,0.1545050199917631,0.35966330328991997,spatial_cv,xgb,dhs_stunting,tab_only,1.0,3390,829,,,,,
850,0.20307227642398096,0.19621834437065463,0.15437702972222778,0.44578668573375174,spatial_cv,xgb,dhs_stunting,tab_only,2.0,3369,850,,,,,
857,0.18350473000561773,0.1888430644623508,0.1486658824036113,0.4066375676268606,spatial_cv,xgb,dhs_stunting,tab_only,3.0,3362,857,,,,,
838,0.208900021187979,0.20369455931343936,0.15805804472958984,0.4248287743130191,spatial_cv,xgb,dhs_stunting,tab_only,4.0,3381,838,,,,,
845,0.18981851341378875,0.20157978656546027,0.15824568526014773,0.4025882330570684,spatial_cv,xgb,dhs_stunting,full,0.0,3374,845,,,,,
829,0.19107900369991315,0.19458124555366352,0.15217001178044606,0.3735957467810096,spatial_cv,xgb,dhs_stunting,full,1.0,3390,829,,,,,
850,0.24150606337981528,0.1914283235436065,0.1503689570900272,0.4865177135474321,spatial_cv,xgb,dhs_stunting,full,2.0,3369,850,,,,,
857,0.21433930890650998,0.18524296133067555,0.14299185887900645,0.4204254242017583,spatial_cv,xgb,dhs_stunting,full,3.0,3362,857,,,,,
838,0.23129773539915888,0.2007903436212422,0.15694100677807035,0.44255148152382584,spatial_cv,xgb,dhs_stunting,full,4.0,3381,838,,,,,
845,0.2037162522485454,0.19984337220334572,0.15635692057965775,0.40503412649361004,spatial_cv,xgb,dhs_stunting,ae_plus_orthogonal,0.0,3374,845,,,,,
829,0.1894544111504166,0.1947765406970062,0.15250763904631354,0.36538161516914075,spatial_cv,xgb,dhs_stunting,ae_plus_orthogonal,1.0,3390,829,,,,,
850,0.23705015923179829,0.19198978958320523,0.15021098905626465,0.4825175704503044,spatial_cv,xgb,dhs_stunting,ae_plus_orthogonal,2.0,3369,850,,,,,
857,0.2109765034023412,0.18563897891368825,0.1429402281898601,0.4208341254109077,spatial_cv,xgb,dhs_stunting,ae_plus_orthogonal,3.0,3362,857,,,,,
838,0.22686262104360355,0.20136875178264407,0.1582693699925142,0.4293376913722357,spatial_cv,xgb,dhs_stunting,ae_plus_orthogonal,4.0,3381,838,,,,,
845,0.17701326478243673,0.20316656656612345,0.1597622943215469,0.3855938322413635,spatial_cv,xgb,dhs_stunting,ae_plus_amount,0.0,3374,845,,,,,
829,0.19387772906698497,0.19424434533444424,0.15191491071328037,0.36443255305863037,spatial_cv,xgb,dhs_stunting,ae_plus_amount,1.0,3390,829,,,,,
850,0.23568758146369861,0.19216115361573075,0.15170715836917653,0.47787128876850316,spatial_cv,xgb,dhs_stunting,ae_plus_amount,2.0,3369,850,,,,,
857,0.19155121317913149,0.1879102453479202,0.14447334493959244,0.40469953038294826,spatial_cv,xgb,dhs_stunting,ae_plus_amount,3.0,3362,857,,,,,
838,0.22120641564343857,0.2021040075487439,0.15695834667966446,0.4311094526123234,spatial_cv,xgb,dhs_stunting,ae_plus_amount,4.0,3381,838,,,,,
852,0.4116116311062141,0.09607043000884595,0.06822997866801812,0.5432379243424824,spatial_cv,xgb,dhs_mobile,ae_only,0.0,3414,852,,,,,
836,0.5287742176094065,0.11557263097313605,0.07909975197326624,0.6450605377976999,spatial_cv,xgb,dhs_mobile,ae_only,1.0,3430,836,,,,,
861,0.42166781733793357,0.12394188020629425,0.08420164777565224,0.6601046220918062,spatial_cv,xgb,dhs_mobile,ae_only,2.0,3405,861,,,,,
863,0.5239313786900917,0.10243621585421765,0.07365853854844634,0.6135791727624005,spatial_cv,xgb,dhs_mobile,ae_only,3.0,3403,863,,,,,
854,0.4000599879287813,0.10955636033080925,0.0753725707810154,0.6467480234789718,spatial_cv,xgb,dhs_mobile,ae_only,4.0,3412,854,,,,,
852,0.36595452358556346,0.09972818134153662,0.06874587827585113,0.568217325483289,spatial_cv,xgb,dhs_mobile,tab_only,0.0,3414,852,,,,,
836,0.5545799924851447,0.11236352064348328,0.07974268613677275,0.6777600969660363,spatial_cv,xgb,dhs_mobile,tab_only,1.0,3430,836,,,,,
861,0.5013210221426839,0.11509062017371376,0.07915559826412268,0.6904272715380432,spatial_cv,xgb,dhs_mobile,tab_only,2.0,3405,861,,,,,
863,0.547766835359625,0.09983893787589614,0.07155929984112604,0.5998983646280351,spatial_cv,xgb,dhs_mobile,tab_only,3.0,3403,863,,,,,
854,0.4558189408569926,0.10434109564768979,0.07063508005834575,0.695561322564978,spatial_cv,xgb,dhs_mobile,tab_only,4.0,3412,854,,,,,
852,0.42075735268412884,0.09532086174161387,0.06467717396261546,0.6006942367404727,spatial_cv,xgb,dhs_mobile,full,0.0,3414,852,,,,,
836,0.5917157384670093,0.1075775866908892,0.0759322492842469,0.6814948281817496,spatial_cv,xgb,dhs_mobile,full,1.0,3430,836,,,,,
